Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Tubing Straight Connector (6mm)","6mm Barbed Straight Connector","Connects two lengths of 6mm tubing.","mechanical","misc",5,1.00,5.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3xpjK0z5F4tXx7la8qLVQd4zJbXyg9dTzLg9j1rQvki4BMy7a3mCjMCdU2Nl74cQZTPTHYXe4MURJvY8lShpxYzEqk13jyiMog5HwjrFMfsPknxP85IySaMus5qd6Mwyx9bZy4GvPQcUzKBLpSv6jtJ3R8cRryxLyc7x5f3xgiz2ri2dFqx4t0qEhlMCHdnMtrsTgFJ2LBFZPAwr15ijVn6QmtsD0PaLpBDchGNKM5vqdHrRawgRwKf7mQAjVq1zBziB9L86zSJUgyH4whTANYCc75F9TqyHhAGIHIfOJemNZPW5pz08t8XXWVlGr8jQ1kq1uFPuIki6JPTK1BoGBRJB4z4szPSryucwFq3aIwkZu8JrlyQzm0jql55dgYsbbrrZ9vaV6fDi2noPw1uUNIBjIqjYFxVqqMrDDNzIlDFXR9pYPMuCDMQQfHWmQmPF7fXcgQ88MekevgnmxLdXmRYKspVrhG3wRpdKAuz9OsVpDGuM88QENKeEIVcTtRjb8z7JbiEGSTR1RqplcOLzkMfUh9aMSQkwShQeknlwk7BXOju6FeExyLNqkNI2Wp6yCvKkGmMF88JN5NVHFOmK5WipYdaQ8vw2xjMJZUayf4X3HBU0O5ODOWJWB3YW3WN2ryEcMMMXhUY6xj1EvvrNJeWdsklzZ0YBH4w4hiOr9bYEntM6ypCSPv"
"Biogas Pressure Relief Valve","Gas Pressure Relief Valve","Ensures safe operating pressure in the gas collection and storage system.","mechanical","misc",1,18.00,18.00,"https://www.amazon.com/dp/B0GLMQ5CYG?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Water Scrubber Vessel","5L Cylindrical Tank","Container for the water scrubbing process to remove H2S and CO2 from biogas.","mechanical","structural",1,25.00,25.00,"https://www.amazon.com/s?k=5L+cylindrical+plastic+tank"
"Water Scrubber Diffuser","Fine Bubble Diffuser","Introduces biogas into the water scrubber as fine bubbles for efficient purification.","mechanical","mechanism",1,8.00,8.00,"https://www.amazon.com/s?k=fine+bubble+diffuser+air+stone"
"Bioreactor Lid (Main)","","Sealed lid for the bioreactor with integrated ports for sensors, gas collection, and liquid transfer lines.","mechanical","3d_printed",1,8.00,8.00,"https://www.amazon.com/s?k=PETG+filament"
"pH Sensor Mount","","Custom mount to securely hold the pH sensor within the bioreactor lid or side wall.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=PETG+filament"
"Temperature Sensor Mount","","Custom mount to hold the temperature sensor in position within the bioreactor.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=PETG+filament"
"Gas Manifold Connector","","Specialized connectors to interface bioreactor gas ports with the external gas collection manifold.","mechanical","3d_printed",2,2.00,4.00,"https://www.amazon.com/s?k=PETG+filament"
"Nutrient Pump Enclosure","","Protective enclosure for the nutrient dosing pump, shielding it from environment and splashes.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=PLA+filament"
"Algae Circulation Pump Enclosure","","Protective enclosure for the algae circulation pump.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=PLA+filament"
"MCU Housing","","Enclosure for the main microcontroller, protecting it from moisture and physical damage.","mechanical","3d_printed",1,3.00,3.00,"https://www.amazon.com/s?k=PLA+filament"
"Methane Sensor Housing","","Housing for the methane sensor, designed for gas sampling and connection to tubing.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=PETG+filament"
"CO2 Sensor Housing","","Housing for the CO2 sensor, designed for gas sampling and connection to tubing.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=PETG+filament"
"Gas Flow Sensor Mount","","Mounting bracket for the gas flow sensor, integrating it into the gas line.","mechanical","3d_printed",1,1.80,1.80,"https://www.amazon.com/s?k=PETG+filament"
"Relay Module Mount","","Bracket to mount the 4-channel relay module securely within the main enclosure.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=PLA+filament"
"Power Supply Mount","","Mounting bracket for the main 12V power supply, securing it to the frame.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=PLA+filament"
"DC-DC Buck Converter Mount","","Small bracket to mount the 5V step-down converter.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=PLA+filament"
"Cooling Fan Mount","","Mounting bracket to attach the cooling fan to the bioreactor lid or side.","mechanical","3d_printed",1,1.20,1.20,"https://www.amazon.com/s?k=PLA+filament"
"M5 T-Nut","M5 T-Slot Nut","Used with M5 bolts to attach components to aluminum extrusion profiles.","mechanical","misc",50,0.20,10.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRqFVjHhN7BMa8V4600PsYXXFaO58iUrUpszTZvwONHt2Vv9OY6dMIZNOoSso6r0N9iYIQiKxAobhiYArMzUto21vOJjIa85zlZeEKGEreHzOVDyPVLIbQLcwH1BiijViCrsGBWEkITFR7I36kKQxANRmHqkX0MZuxeV67v4Gw80r98aO6iyqQxiqAHaVDlkOTcqg55PLFvdgmo8EWBh0zKIoXHgGnB13eryK4WPPLHNQvVryOwvyf0eC5HLD9k58WjSPdOhzwNdw7nQnHJjoHnUriJv62so3DYlMYVxkc7cNrlecVVBWw1Xx0iF3xywbkYIJU5zuYbcS3sFIhciQ5QrXeNZeEsHNYI0fVndUrEo3M8g0d7RpIGQnnfc1iO2xcNJf3g4Q462wWaAmbBvTD71oaZQqwxf1u9LU3DpNXp9WV0XGfNPob5EoGzMiPcY8tsJjXe6l6tsBhtYLtYdM8N6fO8xifLfDn7FEuWc0N86S8RtVs49tV9J5qfCPpO3GGgGTkCOqP2ZEwpv58jZgyd3Rj8AFP9HGKW8eBRCCxDswKnTmv3qQyCsRkaCFjQG0yxXYztQQcZN4RUguCyy4LgQP580UvY1XWm0AlOKoAGFZUagX2z2LXjRfpPW99mzHcoktALzgkMWtW9y7LWQ16hH"
"M5x10mm Screw","M5x10mm Button Head Screw","Used for general assembly with M5 T-nuts and attaching 3D-printed parts to the frame.","mechanical","misc",50,0.10,5.00,"https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPdNZVN5NXMyndb7vp2IqLBSyXOclU73SXYam1YYNvfyP19Nv8M0TLzNyd8SBQMGf8uqdwo8UfYHSwvOW43qlWwqepliMilaTZHawFyvYaWNrRHPJCsFll3kqi7UQ8vfooBxtHUtIc1B7KgYvRdZNVvEMeLDGFIUUivKcbMl3tSVgMscbrUshK5O1SIaoLdWxf5GAGyK5ZCpTgdGd6iZES8ZCDlab2lGTYswyXi9tfDtoPFjQEPUfF7SGdwttnii30ERH8P0V5nATzQOjFAgPVzBJsryLovTOC0YWTxq39cXh9LEwSYmBGKn26nepgxmRqaKRNpqnOvTyJFCmAsrtomzmZx80QnowlUJT0G60jNNQjTAzmb50TrKlecDclvX8a0KXd9gcjaQ8vWiLaFX8ssi7h3jrH8XSNlzSdPhtVjdzz4kzyHOkvxDUDnxdu4ek3loXNC4TIQBIoV7notmN0YQZbRpuMPUhYTO32jgjIfooefWrjBsFL7kjkkppaoPXztGuhqsSZacTrBj2bu8VDETVR3u1K9I8kH5Ygh6gBni5e0Bfy40Q3Wen6CLmWlnM5c0VqW6PJCNTi7bLEd1pn73V1PcyAsQvDF0UcuAhz4BJSSxwlBsGUHhrvZe5tX6NRxl4jewIME4q5CdEaXVGp"
"M3x12mm Screw","M3x12mm Pan Head Screw","Used for mounting smaller components like PCBs and 3D-printed sensor housings.","mechanical","misc",30,0.05,1.50,"https://www.amazon.com/dp/B0G58MCGXP?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"M3 Nut","M3 Hex Nut","General purpose nuts for M3 screws.","mechanical","misc",30,0.03,0.90,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxheLVocLOesSj3YW9HVKSsjAuk0dhY8YT34rvUc5SPCcgI4QR7M5m7vL2CF1qaBN4YJaX2QCpde3asIqUTPZ7VH9jKyimAosVWo9rG6TlCDaJUGpnvxlaPEscouM2pHiy6Zxvpv1xT7pzOx6Fyo1keQHGdNb57GbSrrLl71Nratjl21Ld7kva7BOr6PkrmoRWaWh55AYolzU1dOLoDySfy5xqzSNdCl8glehlwejzSjdBWWTy455YHy3CX2I7X2ObZVmbtMcf1ZUKuy3taFB42G8QQY84Qc4A1f3VRgrR0nJqOWvy3goW5gegX5b2bBZ1k2czC8zEVqH7rPoznKC20B59KhVc4PoJpxOQAUNtDVHQdHjBsNGXv95tkExStXJLEG11lQ9xv22J4JnI1vii0Nu3EQIdxtejAVyHJWNqCT13JRh7KcER1qIRKfChSyklB9j8OCgppqg2vy43gHOXb4m1bC5PKWwlS0VmszjTySRubVMcAX5jP3Nq7SzwDa9fENTb8qipCz0RPBfMDKJI7gfNImum5INc6y6pnW04vDsv2RseqfgSSq1QxKiQmekKGaoRFqdbfvKRAdH95QjwG2ahskUOMyHg56bFgmRJ7WDpoYcDIBiuvNSPqvIBj08Id1dQEYcaic7Lr6FyPp6BfRl"
"Cable Ties","Assorted Cable Ties","For organizing and securing wiring and tubing throughout the system.","mechanical","misc",100,0.02,2.00,"https://www.amazon.com/dp/B08TVLYB3Q?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Gas Storage Level Sensor Mount","","Form-fitting cradle for the Gas Storage Level Sensor that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Bioreactor Heating Element Mount","","Per-position bracket for the Bioreactor Heating Element with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
