Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Right Lower Leg Segment","Right Lower Leg Segment","3D-printed segment for the right lower leg, connecting knee to ankle.","mechanical","structural",1,0.35,0.35,"https://www.amazon.com/dp/B0GTTKFHBW?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Right Foot Segment","","3D-printed segment for the right foot, connecting ankle to the ground.","mechanical","structural",1,0.20,0.20,"https://www.amazon.com/s?k=PETG+filament"
"Left Upper Leg Segment","Left Upper Leg Segment","3D-printed segment for the left upper leg, connecting hip to knee.","mechanical","structural",1,0.40,0.40,"https://www.amazon.com/s?k=PETG+filament"
"Left Lower Leg Segment","Left Lower Leg Segment","3D-printed segment for the left lower leg, connecting knee to ankle.","mechanical","structural",1,0.35,0.35,"https://www.amazon.com/dp/B0GTTLZXDW?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Left Foot Segment","","3D-printed segment for the left foot, connecting ankle to the ground.","mechanical","structural",1,0.20,0.20,"https://www.amazon.com/s?k=PETG+filament"
"MCU Mount (Torso)","","Custom 3D-printed mount for the ESP32-C3 in the robot's torso.","mechanical","3d_printed",1,0.10,0.10,"https://www.amazon.com/s?k=PLA+filament"
"IMU Mount (Head)","","Custom 3D-printed mount for the MPU6050 IMU inside the robot's head.","mechanical","3d_printed",1,0.05,0.05,"https://www.amazon.com/s?k=PLA+filament"
"Battery Holder (Torso)","","Custom 3D-printed holder for the LiPo battery within the robot's torso.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PLA+filament"
"Charging Module Mount (Torso)","","Custom 3D-printed mount for the LiPo charging module in the torso.","mechanical","3d_printed",1,0.08,0.08,"https://www.amazon.com/s?k=PLA+filament"
"Voltage Regulator Mount (Torso)","","Custom 3D-printed mount for the 5V voltage regulator in the torso.","mechanical","3d_printed",1,0.08,0.08,"https://www.amazon.com/s?k=PLA+filament"
"Servo Driver Mount (Torso)","","Custom 3D-printed mount for the servo driver board in the torso.","mechanical","3d_printed",1,0.12,0.12,"https://www.amazon.com/s?k=PLA+filament"
"Head Pan Servo Mount","","Mount for the head pan servo, integrated into the head and torso connection.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"Head Tilt Servo Mount","","Mount for the head tilt servo, integrated within the robot's head shell.","mechanical","3d_printed",1,0.12,0.12,"https://www.amazon.com/s?k=PETG+filament"
"Torso Yaw Servo Mount","","Mount for the torso yaw servo, connecting the torso to the pelvis.","mechanical","3d_printed",1,0.18,0.18,"https://www.amazon.com/s?k=PETG+filament"
"Right Shoulder Pitch Servo Mount","","Mount for the right shoulder pitch servo, integrated into the torso and upper arm.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"Right Shoulder Roll Servo Mount","","Mount for the right shoulder roll servo, integrated into the torso and upper arm.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"Right Elbow Pitch Servo Mount","","Mount for the right elbow pitch servo, connecting upper arm to forearm.","mechanical","3d_printed",1,0.12,0.12,"https://www.amazon.com/s?k=PETG+filament"
"Left Shoulder Pitch Servo Mount","","Mount for the left shoulder pitch servo, integrated into the torso and upper arm.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"Left Shoulder Roll Servo Mount","","Mount for the left shoulder roll servo, integrated into the torso and upper arm.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"Left Elbow Pitch Servo Mount","","Mount for the left elbow pitch servo, connecting upper arm to forearm.","mechanical","3d_printed",1,0.12,0.12,"https://www.amazon.com/s?k=PETG+filament"
"Right Hip Pitch Servo Mount","","Mount for the right hip pitch servo, integrated into the pelvis and upper leg.","mechanical","3d_printed",1,0.18,0.18,"https://www.amazon.com/s?k=PETG+filament"
"Right Hip Roll Servo Mount","","Mount for the right hip roll servo, integrated into the pelvis and upper leg.","mechanical","3d_printed",1,0.18,0.18,"https://www.amazon.com/s?k=PETG+filament"
"Right Knee Pitch Servo Mount","","Mount for the right knee pitch servo, connecting upper leg to lower leg.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"Right Ankle Pitch Servo Mount","","Mount for the right ankle pitch servo, connecting lower leg to foot.","mechanical","3d_printed",1,0.12,0.12,"https://www.amazon.com/s?k=PETG+filament"
"Left Hip Pitch Servo Mount","","Mount for the left hip pitch servo, integrated into the pelvis and upper leg.","mechanical","3d_printed",1,0.18,0.18,"https://www.amazon.com/s?k=PETG+filament"
"Left Hip Roll Servo Mount","","Mount for the left hip roll servo, integrated into the pelvis and upper leg.","mechanical","3d_printed",1,0.18,0.18,"https://www.amazon.com/s?k=PETG+filament"
"Left Knee Pitch Servo Mount","","Mount for the left knee pitch servo, connecting upper leg to lower leg.","mechanical","3d_printed",1,0.15,0.15,"https://www.amazon.com/s?k=PETG+filament"
"Left Ankle Pitch Servo Mount","","Mount for the left ankle pitch servo, connecting lower leg to foot.","mechanical","3d_printed",1,0.12,0.12,"https://www.amazon.com/s?k=PETG+filament"
"M2x6mm Screws","M2 x 6mm Pan Head Screws","Small screws for attaching servos to 3D printed mounts.","mechanical","misc",40,0.05,2.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxHYUy2GFVNdiipS89iJbZmkMpxtaPJiBQGhYQY2f7QOWDK7pxBeTS1dQaHCybiVudGx52FHvLbVcuEYKhFmffNzo5aeYEmAv74TTzAVv9znRxkbtAhixKBbLrumtlLJgOTNpr6y1aHNY5ORK4foEp5HDWv8avzgf5XB7UimjQ06xckWrSsUEkBVWoUH27xUNqnVaqAkQAzu1W67g3meKYfxkcENa8HJk7lT43HElKwoeDgZn2IaNkPkChJkjv224X1KxOZ69dzN2ZzNruxO92Z8TLdbTJYWc5COI0FSmXtIVQt2TVxp4Nt0IFLHpdzJbsLMpCaQJe6JUUTwOIsfdakSsCPrAL3DkOcAHOjdyUqysJ4IpXwcKKdY0jkwtfy9NUXODx2bgtOk0396poriMK2WLWRwHG08B6kGg859DNPonqTSoP8q5qN3C0qTqrKHmYNucUf0Lzj2M2w5ulCm7yL39PaKagjFKFfqd2eswO8rPZ23pvhHQPPIuFEa8pru7uJ7EelFzztsnPntyEu6NROyOlaMKeqBKbO4grzXa2DGQDHHNl85D4rftZEJRpG7WR6zP7kuoxmdbGsZVuvPhBxbI60t9JCeBpf6Vj8Qi3VZMtF3x5wpZTG4SubN4XfJYLMZM97oPaVF7kcbt308y4vhh"
"M2x8mm Screws","M2 x 8mm Pan Head Screws","Small screws for assembling 3D printed chassis parts.","mechanical","misc",20,0.05,1.00,"https://www.amazon.com/s?k=M2+x+8mm+screws"
"M2 Heat Set Inserts","M2 Brass Heat Set Inserts","Brass threaded inserts for robust screw connections in 3D printed parts.","mechanical","misc",60,0.10,6.00,"https://www.adafruit.com/product/4255"
"Micro Servo Horns","Micro Servo Horns (various types)","Plastic horns to attach servo shafts to robot limb segments. Included with most micro servos.","mechanical","mechanism",16,0.10,1.60,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRMkvtuBpbW8gq8wz9CIjFUySfLhp54MtN7xaW9Klltc3hNg2dOLWkDVj9rsGWuO10NEKP2lNMR2LEOvTPQXViPWX59zAmjcQCAxp8WBc1SJBQe2UxyTiWX4550mqXReUD72neNNRqVFtsW2Aqnxx14WTNubXV4sUjmsaa6pbmdCaUWuccdEb6V4MKgvaYjEDxOxEqg7s9E3HX9rCFqGS0GVHvqa8xBRy6HHG7GVcYdEJNGwit1RcIDZSY5sjZuWjDQayNPhqPXJcXn98JmSRo3uxksvKD8rtIBnNTMSwBjuQtIcHVkvtHMw6cScfSryUe6j3nxfk9f8PSxIZM3z0FTCweh9ViKo1oCANlCfwor0Xy8GxOQylgbZae1qTfPgFnDaOk8nL0XMGspHxb7rA4wNUd8mjvSg5QFKbEykeLEs1mKjwLvqAcOSNrWwR9lxv4cYlp1SCZKhruhfvaPHBuWRmnWDgeRC0xGAyhJdxFpeu2Sn7Z8OItZcKkPfFGv3stVEpTsgtxwv9DalmtE46uIZbXk2ZfXweabwmt7yMbhSeEZex6VEdZnbS3juGZyYE9RWZl8cJcREFzUWdSpOuLII5v8LgLehC8ERGvCdQQtY0IT1Twn9RCx2QatqRiywYOzKjcQZ1iOW1c9LJBCVGFMf"
